timestamp,TimeUS,ThI,ABst,ThO,ThH,DAlt,Alt,BAlt,DSAlt,SAlt,TAlt,DCRt,CRt
1685897960.47985005,162534127,0.6308733224868774,0.0,0.6261290907859802,0.5,-8.537376403808594,-8.55077075958252,-8.643589973449707,9.98,9.71,0.0,35,34
1685897960.57981014,162634087,0.6354314684867859,0.0,0.6316417455673218,0.5,-8.506487846374512,-8.522993087768555,-8.628275871276855,9.98,9.75,0.0,35,33
1685897960.67976999,162734047,0.6283029317855835,0.0,0.6294869780540466,0.5,-8.476775169372559,-8.494444847106934,-8.65937614440918,9.98,9.77,0.0,34,33
1685897960.78056312,162834840,0.6317826509475708,0.0,0.6269923448562622,0.5,-8.448040962219238,-8.468192100524902,-8.446870803833008,9.98,9.790000000000001,0.0,33,32
1685897960.88052297,162934800,0.6070720553398132,0.0,0.6212692260742188,0.5,-8.420799255371094,-8.43677806854248,-8.62043571472168,9.98,9.790000000000001,0.0,31,32
1685897960.98048306,163034760,0.6009059548377991,0.0,0.6035928726196289,0.5,-8.394828796386719,-8.408858299255371,-8.628079414367676,9.98,9.8,0.0,29,30
1685897961.08044314,163134720,0.620589017868042,0.0,0.605648934841156,0.5,-8.370096206665039,-8.38822078704834,-8.413396835327148,9.98,9.81,0.0,29,28
1685897961.18040299,163234680,0.6212228536605835,0.0,0.6192693710327148,0.5,-8.346558570861816,-8.366754531860352,-8.214412689208984,9.98,9.83,0.0,29,28
1685897961.28036308,163334640,0.5673142671585083,0.0,0.6021649241447449,0.5,-8.324185371398926,-8.3333158493042,-8.479168891906738,9.98,9.83,0.0,24,28
1685897961.38032317,163434600,0.5168743133544922,0.0,0.5509660840034485,0.5,-8.302953720092773,-8.300446510314941,-8.281922340393066,9.98,9.85,0.0,19,26
1685897961.48028302,163534560,0.4852501153945923,0.0,0.5145598649978638,0.5,-8.28282356262207,-8.270159721374512,-8.162492752075195,9.98,9.84,0.0,15,23
1685897961.58024311,163634520,0.3934987485408783,0.0,0.459205687046051,0.5,-8.263753890991211,-8.235846519470215,-8.269026756286621,9.98,9.85,0.0,10,21
1685897961.68020296,163734480,0.35624706745147705,0.0,0.3889620304107666,0.5,-8.2456693649292,-8.203218460083008,-8.195344924926758,9.98,9.84,0.0,4,18
1685897961.78016305,163834440,0.37564876675605774,0.0,0.3743090331554413,0.5,-8.228485107421875,-8.176453590393066,-8.130727767944336,9.98,9.84,0.0,1,12
1685897961.88012314,163934400,0.3847969174385071,0.0,0.3797420859336853,0.5,-8.2121000289917,-8.153412818908691,-8.377602577209473,9.98,9.870000000000001,0.0,-1,7
1685897961.98008299,164034360,0.4311498999595642,0.0,0.3955898582935333,0.5,-8.196484565734863,-8.143342971801758,-8.116764068603516,9.98,9.870000000000001,0.0,0,3
1685897962.08004308,164134320,0.4792443811893463,0.0,0.44416332244873047,0.5,-8.181622505187988,-8.138238906860352,-8.323502540588379,9.98,9.870000000000001,0.0,1,1
1685897962.18000317,164234280,0.5168704986572266,0.0,0.48096391558647156,0.5,-8.167464256286621,-8.137804985046387,-8.278289794921875,9.98,9.870000000000001,0.0,4,1
1685897962.27996302,164334240,0.6164032220840454,0.0,0.5464219450950623,0.5,-8.153952598571777,-8.142294883728027,-8.242923736572266,9.98,9.870000000000001,0.0,9,1
1685897962.37992311,164434200,0.6288384199142456,0.0,0.6065757870674133,0.5,-8.141023635864258,-8.146416664123535,-8.421690940856934,9.98,9.870000000000001,0.0,14,4
1685897962.47988296,164534160,0.6303579211235046,0.0,0.6170505881309509,0.5,-8.12861442565918,-8.152703285217285,-8.421435356140137,9.98,9.89,0.0,19,8
